0.0300,0.0006, 0.0250, 0.0000, 0.0012, 0.0018, 0.0775, -0.8681, 0.0811, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3000, 0.0000
0.0600,0.0006, 0.0250, 0.0001, 0.0023, 0.0017, 0.0739, -0.7422, 0.0688, -0.8681, 0.2702, -0.0434, -0.0001, 0.0135, -0.8681, -0.0059, 0.2566, 0.0039
0.0900,0.0025, 0.0499, 0.0001, 0.0033, 0.0071, 0.1477, -0.7550, 0.1473, -0.7412, 0.2618, -0.0371, -0.0005, 0.0131, -0.7411, -0.0097, 0.2629, 0.0034
0.1200,0.0025, 0.0499, 0.0002, 0.0044, 0.0069, 0.1444, -0.7531, 0.1356, -0.7530, 0.5240, -0.0376, -0.0006, 0.0262, -0.7529, -0.0148, 0.2623, 0.0072
0.1500,0.0056, 0.0747, 0.0003, 0.0054, 0.0157, 0.2180, -0.7444, 0.2139, -0.7493, 0.5167, -0.0375, -0.0010, 0.0259, -0.7491, -0.0194, 0.2624, 0.0068
0.1800,0.0056, 0.0747, 0.0005, 0.0065, 0.0153, 0.2148, -0.7451, 0.2078, -0.7387, 0.7768, -0.0372, -0.0010, 0.0323, -0.7384, -0.0191, 0.2627, 0.0087
0.2100,0.0100, 0.0993, 0.0006, 0.0075, 0.0276, 0.2878, -0.7332, 0.2790, -0.7364, 0.7886, -0.0368, -0.0014, 0.0394, -0.7359, -0.0288, 0.2630, 0.0104
0.2400,0.0155, 0.1237, 0.0011, 0.0097, 0.0432, 0.3601, -0.7183, 0.3473, -0.7179, 1.0539, -0.0359, -0.0017, 0.0520, -0.7170, -0.0368, 0.2636, 0.0139
0.2700,0.0155, 0.1237, 0.0013, 0.0107, 0.0420, 0.3533, -0.7213, 0.3330, -0.6990, 1.2822, -0.0349, -0.0019, 0.0641, -0.6978, -0.0408, 0.2645, 0.0173
0.3000,0.0223, 0.1478, 0.0015, 0.0117, 0.0611, 0.4249, -0.7016, 0.4094, -0.6989, 1.2592, -0.0349, -0.0022, 0.0630, -0.6975, -0.0441, 0.2645, 0.0167
0.3300,0.0223, 0.1478, 0.0018, 0.0127, 0.0603, 0.4219, -0.7044, 0.3980, -0.6745, 1.5090, -0.0337, -0.0022, 0.0754, -0.6729, -0.0466, 0.2655, 0.0204
