0.464966,0.131187
0.362319,0.253183
0.199251,0.357438
-0.012812,0.436649
-0.259012,0.485264
-0.522097,0.499878
-0.783633,0.479466
-1.025296,0.425460
-1.230153,0.341642
-1.383849,0.233886
-1.475616,0.109742
-1.499023,-0.022091
-1.452431,-0.152377
-1.339104,-0.271985
-1.166983,-0.372536
-0.948128,-0.446985
-0.697873,-0.490114
-0.433753,-0.498902
-0.174276,-0.472732
0.062379,-0.413440
0.259629,-0.325178
0.403653,-0.214132
0.484361,-0.088082
0.496096,0.044139
0.438037,0.173268
0.314251,0.290257
0.133413,0.386907
-0.091808,0.456448
-0.345629,0.494007
-0.610267,0.496951
-0.867179,0.465075
-1.098363,0.400612
-1.287622,0.308080
-1.421693,0.193960
-1.491183,0.066251
-1.491223,-0.066101
-1.421810,-0.193821
-1.287807,-0.307961
-1.098605,-0.400522
-0.867460,-0.465020
-0.610567,-0.496934
-0.345927,-0.494030
-0.092083,-0.456510
0.133179,-0.387003
0.314076,-0.290379
0.437932,-0.173410
0.496069,-0.044289
0.484414,0.087934
0.403783,0.213996
0.259825,0.325064
0.062628,0.413355
-0.173991,0.472683
-0.433453,0.498892
-0.697577,0.490144
-0.947858,0.447052
-1.166758,0.372637
-1.338940,0.272112
-1.452339,0.152520
-1.499010,0.022242
-1.475682,-0.109595
-1.383990,-0.233753
-1.230359,-0.341532
-1.025553,-0.425380
-0.783922,-0.479424
-0.522398,-0.499875
-0.259304,-0.485300
-0.013076,-0.436722
0.199035,-0.357544
0.362166,-0.253313
0.464887,-0.131333
0.500000,-0.000151
0.465045,0.131042
0.362471,0.253053
0.199466,0.357333
-0.012549,0.436575
-0.258719,0.485228
-0.521795,0.499881
-0.783344,0.479509
-1.025040,0.425539
-1.229947,0.341752
-1.383708,0.234019
-1.475550,0.109889
-1.499037,-0.021941
-1.452523,-0.152233
-1.339268,-0.271859
-1.167208,-0.372436
-0.948397,-0.446917
-0.698168,-0.490084
-0.434054,-0.498912
-0.174561,-0.472781
0.062130,-0.413525
0.259433,-0.325293
0.403524,-0.214268
0.484308,-0.088231
0.496122,0.043989
0.438141,0.173127
0.314426,0.290134
0.133646,0.386812
-0.091533,0.456386
-0.345332,0.493983
-0.609968,0.496968
-0.866899,0.465130
-1.098122,0.400703
-1.287436,0.308198
-1.421576,0.194099
-1.491143,0.066400
-1.491263,-0.065952
-1.421927,-0.193682
-1.287993,-0.307842
-1.098846,-0.400432
-0.867740,-0.464964
-0.610867,-0.496918
-0.346225,-0.494053
-0.092358,-0.456571
0.132946,-0.387098
0.313901,-0.290502
0.437827,-0.173551
0.496042,-0.044440
0.484467,0.087786
0.403912,0.213860
0.260021,0.324949
0.062877,0.413270
-0.173706,0.472634
-0.433152,0.498882
-0.697282,0.490173
-0.947588,0.447120
-1.166534,0.372737
-1.338776,0.272238
-1.452247,0.152664
-1.498997,0.022392
